"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sala R.T.; Colón Castillo M.J.","Sala, Rosa Tabernero (57208684424); Colón Castillo, María Jesús (57722918000)","57208684424; 57722918000","Reading to think. The non-fiction picturebook in the development of critical thinking; [Leer para pensar. El libro ilustrado de no ficción en el desarrollo del pensamiento crítico]","2023","Revista de Educación a Distancia","23","75","4","","","","1","10.6018/red.545111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158843382&doi=10.6018%2fred.545111&partnerID=40&md5=432af73d629389201ff4794f8b7a74a6","Among the educational challenges to be faced by the information society, the development of critical thinking is one of the objectives most highlighted in reports and curricular plans. Such an objective is proposed with the intention of building democratic societies, which is in turn a complex and difficult goal to concretise in teaching programmes. In this sense, in-depth reading, argumentative skills and information competency are often identified as necessary skills that require the coexistence of printed and digital formats, according to various studies. Within this framework, the non-fiction picturebook aimed at children favours these skills due to its characteristics, as can be concluded from this study. Thus, based on the review of the catalogues of 61 publishers and the analysis of 250 non-fictional works, the keys to the construction of these books are presented through the selection of a representative corpus that is provided as a proposed reading programme in Primary Education. Titles such as Supongamos (Da Coll, 2015), or La declaración de los derechos de las niñas y los niños (Brami y Billon-Spagnol, 2018) are therefore considered to be particularly appropriate for training critical readers. © 2023 Universidad de Murcia. All rights reserved.","argumentative skills; Children's non-fiction picturebooks; critical reader; critical thinking; in-depth reading; information society","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158843382"
"Caro Valverde M.T.; de Amo Sánchez-Fortún J.M.; Landow G.P.","Caro Valverde, María Teresa (56206098000); de Amo Sánchez-Fortún, José Manuel (42261456700); Landow, George P. (16441269100)","56206098000; 42261456700; 16441269100","The Wreader’s Education at the Victorian Web: Dynamic Readings, Argumentative Commentary, Infinite Curation; [La educación del wreader en the Victorian Web: lecturas dinámicas, comentarios argumentativos, curaduría infinita]","2023","Revista de Educación a Distancia","23","75","","","","","0","10.6018/red.544801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158827071&doi=10.6018%2fred.544801&partnerID=40&md5=0d61b2c47fe68d1e836506df3d08ebcb","This multiple case study has investigated the hypertextual and argumentative competences of eleven groups of undergraduate students studying Primary Education in a process of dynamic intertextual reading and writing of curated critical comments and blog posts based on lexias from the academic site The Victorian Web –a network of heteroglossic semiosis that favors the wreader construct (epistemic reader-writer) in the cognitive mediation of the commentator. The methodical design of the sequential analysis of the process involved micro-ethnographic observation, the results of which are presented in a flowchart of the collaborative task. The analysis of the corpus of curations in hyperlinked constellations and hypertextual-argumentative qualities incorporates specific matrices on lexias, coherence, multimodality, prototypes, and strategies. These discussed data have allowed to clarify in half of the cases the survival of logocentric habits of atomized reading and reproductive writing of knowledge that have damaged their comments as dissertations according to arguments of authority and in the other half the initiation of abductive hypotheses by analogical coherence of the wreader as efficient cause to give plausible sense to their critical comments. In the re-curations, paraphrastic comments prevail without intertextuality. Therefore, the conclusions indicate epistemic formative strategies of infinite curation. © 2023 Universidad de Murcia. All rights reserved.","abduction; argumentation; curatorship; higher education; hypertext; multimodality","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85158827071"
"Bedolla Solano J.J.; Solano R.B.; Esteban A.M.","Bedolla Solano, Juan José (58485619200); Solano, Ramón Bedolla (58485415200); Esteban, Adriana Miranda (58486669500)","58485619200; 58485415200; 58486669500","Digital practices and socio-environmental sustainability in basic education in Smart Cities; [Prácticas digitales y sostenibilidad socioambiental en la educación básica de las Smart Cities]","2023","Revista de Educación a Distancia","23","72","4","","","","0","10.6018/red.533831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164705115&doi=10.6018%2fred.533831&partnerID=40&md5=8d267a76bf8affed8b5f86ada7167774","The implementation of strategies associated with digital and socio-environmental management in distance education promote sustainability in smart cities; the use of virtual platforms in basic education being relevant. As a result of the COVID-19 pandemic, the incursion of educational platforms was a requirement; however, not all the institutions had the necessary resources and infrastructure for connectivity, such as the secondary schools established on the margins of the municipality of Acapulco, Guerrero, Mexico. The study was carried out at two different moments contemplating documentary, applied and longitudinal research to know and verify the factors and digital practices associated with online education, a total of 410 participants (teachers and students) collaborated. A support system for b-learning management was also presented, promoting educational platforms, dabbling in socio-environmental management activities as a comprehensive alternative for teaching-learning and promoting sustainability. The results of the study determined that the lack of resources, infrastructure and platform management is present in basic education and that the digital educational model is an aspiration; On the other hand, offering alternatives for the management of online educational platforms that integrate activities with a socio-environmental focus, opens up possibilities that lead to sustainable development. © 2023 Universidad de Murcia. All rights reserved.","basic secondary education; Digital skills; e-learning and b-learning; sustainable development; TIC","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164705115"
"Quiroz-Vallejo D.A.; Carmona-Mesa J.A.; Castrillón-Yepes A.; Villa-Ochoa J.A.","Quiroz-Vallejo, Daniel Andrés (57422158000); Carmona-Mesa, Jaime Andrés (57201997690); Castrillón-Yepes, Alexander (57202766931); Villa-Ochoa, Jhony Alexander (57057678800)","57422158000; 57201997690; 57202766931; 57057678800","Integration of Computational Thinking in Elementary and Secondary School in Latin America: A Systematic Literature Review; [Integración del Pensamiento Computacional en la educación primaria y secundaria en Latinoamérica: Una revisión sistemática de literatura]","2021","Revista de Educación a Distancia","21","68","485321","","","","6","10.6018/red.485321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123321130&doi=10.6018%2fred.485321&partnerID=40&md5=fe5b09463d158011e1feba6a0ae2ce27","Computational Thinking (CT) became established as a line of international research, however, in Latin America there are limited studies that examine its development and integration in elementary and secondary school. The objective of this study was to analyze the integration of CT in elementary and secondary school education in Latin America, based on a systematic literature review of studies published between 2006 and 2020. The results were grouped into two main categories: Conceptualizations of CT and strategies to integrate CT. It was found that conceptualizations are divided into two groups, those related to computer science and others in which CT is understood as a methodological resource. Regarding strategies, it was found that educational robotics and programming in block languages are the most used in the region. © 2021 Universidad de Murcia. All rights reserved.","Basic and secondary education; Computational thinking; Conceptualizations; Strategies","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123321130"
"Pérez-López E.; Tosina R.Y.","Pérez-López, Eva (57410161700); Tosina, Rocío Yuste (57217530877)","57410161700; 57217530877","The university teachers’ digital competence during the transition to emergency remote teaching; [La competencia digital del profesorado universitario durante la transición a la enseñanza remota de emergencia]","2023","Revista de Educación a Distancia","23","72","5","","","","0","10.6018/red.540121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164725622&doi=10.6018%2fred.540121&partnerID=40&md5=fbac6d5ce1a61d2f74ce1259c4c95388","The forced migration of face-to-face universities to a distance education model due to COVID-19 has highlighted the shortcomings of teachers’ digital competence. Using a descriptive and inferential cross-sectional design, this study analyzes the digital competence level with which teachers transitioned to emergency remote teaching during confinement and explores digital training’s impact on the proficiency of such competence and identifies the digital teacher profiles. For this purpose, a questionnaire was applied to a sample of 220 teachers from a Spanish public university. The main findings reveal an intermediate level of digital competence with fluctuations among the competency areas. It was found that previous digital training seems to have been a necessary but not sufficient condition for optimal migration. Finally, five digital profiles are detected: objectors, laggards, confident, learners and avant-gardists. It concludes with the need to establish training plans based on a digital competency diagnosis, the implementation of technological tools in teaching, and the use of innovative pedagogical and methodological approaches. It is recommended to further expand the research by incorporating other variables to validate these preliminary findings. © 2023 Universidad de Murcia. All rights reserved.","COVID-19; digital competence; higher education; teacher profiles; teacher training","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164725622"
"Hidayatullah A.; Csíkos C.; Wafubwa R.N.","Hidayatullah, Achmad (57209849750); Csíkos, Csaba (54079558300); Wafubwa, Ruth Nanjekho (57221394463)","57209849750; 54079558300; 57221394463","The dimensionality of personal beliefs; the investigation of beliefs based on the field study; [La dimensionalidad de las creencias personales; la investigación de creencias a partir del estudio de campo]","2023","Revista de Educación a Distancia","23","72","6","","","","2","10.6018/red.540251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162902216&doi=10.6018%2fred.540251&partnerID=40&md5=ed247c2650068e8cd5374ac1a243f8a5","The purpose of this study is to examine whether personal epistemological beliefs are more sensitive to domain study or not. We also examine the relation of this belief with other relevant factors such as parent education, gender, attitude, and academic performance. Two hundred seventy-six students from mathematics education and primary teacher education participated in this study (15 % male and 85% female, mean age = 20.65). A quantitative approach was used in the present study. The finding of this study suggested that certainty of knowledge and attainability of the truth are more specific domains. Mathematics education students hold stronger beliefs about the certainty of knowledge than primary teacher education students, the principle in mathematics is unchanging, and most of the truth in mathematics is already found. In contrast, the beliefs about the justification for knowing and the source of knowledge are more general domains. We found mathematics education students and primary teacher education are equal in their beliefs about the justification for knowing and the source of knowledge. The influence of these beliefs on academic performance is significant. In both field studies, personal epistemological beliefs correlate with attitudes toward academic performance. Both Male and female students in the mathematics education and primary teacher education department are equal in personal epistemological beliefs. This study contributes to improving students' academic performance in higher education. © 2023 Universidad de Murcia. All rights reserved.","attitudes; beliefs; gender; parent education; performance","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85162902216"
"Gómez E.S.; Maldonado-Ruiz G.; Márquez-Román A.; Trapero N.P.","Gómez, Encarnación Soto (56529538800); Maldonado-Ruiz, Gonzalo (57222260678); Márquez-Román, Ana (57225213686); Trapero, Noemí Peña (57208652118)","56529538800; 57222260678; 57225213686; 57208652118","Rebuilding practical knowledge in confinement. A teaching experience in Initial Teacher Training; [Reconstruyendo el conocimiento práctico en confinamiento. Una experiencia de enseñanza en la formación inicial de docentes]","2021","Revista de Educación a Distancia","21","65","13","","","","6","10.6018/RED.450621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108781260&doi=10.6018%2fRED.450621&partnerID=40&md5=866046c191edca11a3e674e7c3e44e3a","This article presents the experience and teaching dilemmas of a group of teachers in the Initial Early Childhood Teachers' Training, in their adaptation to the virtuality caused by COVID-19. A 10-year-old project that offers an opportunity to rethink Initial Teacher Training in confinement. Initially, the complex and uncertain current social context and the inescapable challenges for Initial Teacher Training are described: the reconstruction of the practical knowledge of our students and the design of an experiential and critical habitus as support for the pedagogical principles of the experience that we describe in the second part. A didactic triangle in permanent relationship with the students' reflections and the debates and concerns that we, as teachers, have shared in the spaces of coordination and adaptation to virtuality. The conclusions of this experience place coordination and tutoring as relevant axes. At the same time, the difficulties and impossibility of a fully virtual Initial Teacher Training experience facilitating the reconstruction of the practical knowledge of Early Childhood Education teachers without a practice in relation to children are noted. © 2021 Universidad de Murcia. All rights reserved.","E-learning; Initial teacher training; Mentoring; Practical knowledge; Teaching coordination","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85108781260"
"Cerón G.G.R.","Cerón, Giovanna Georgina Ramírez (57225213691)","57225213691","The family and the play as a distance learning strategy during the pandemic of Covid-19 in México: A proposal from university education in health sciences; [La familia y el juego como estrategia de aprendizaje a distancia durante la pandemia del Covid-19 en México: Una propuesta desde la enseñanza universitaria en ciencias de la salud]","2021","Revista de Educación a Distancia","21","65","16","","","","3","10.6018/RED.456231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109582957&doi=10.6018%2fRED.456231&partnerID=40&md5=aa12a63ad15f99fef0b07a38b2a9668b","The pandemic by Covid-19 has impacted the ways of learning, so that the sudden change from the face to face modality to distance education as a measure to precent contagion, it is a phenomenon that must be investigated to provide alternatives that support the learning process from home. The aims this present study are design, apply, evaluate and propose learnig strategies for students to reach their máximum potential through distance education during the pandemic. For it an educational action research was carried out with one hundred and twenty health science students (nursing and physioterapy) from the Universidad de Guadalajara, during March to October 2020. Distance learning strategies were carried because out to the suspension of face to face clases due to Covid-19, wich they were based on family participation and the insertion on the play in the learning activities of the medical etymologies course. The evaluation of the strategies was carried out by collecting the evidence of learning and a virtual self-evaluation questionnaire. It was found that including family and play in distance education helped mitigate the negative effects of confinement from the pandemic, wich has also strengthened the resilience of students. © 2021 Universidad de Murcia. All rights reserved.","Distance learning; Family; Pandemic; Playful learning; Resilience; University students","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85109582957"
"Molas-Castells N.; Fuertes-Alpiste M.; Quintana Albalat J.; Herreros Navarro M.","Molas-Castells, Núria (57418947700); Fuertes-Alpiste, Marc (57195286534); Quintana Albalat, Jordi (57972423600); Herreros Navarro, Miguel (57972006700)","57418947700; 57195286534; 57972423600; 57972006700","Youth's and teenagers' posting practices in social media: implications for Personal Digital Storytelling activities; [Publicaciones en medios sociales de adolescentes y jóvenes: implicaciones para las actividades de creación de Relatos Digitales Personales]","2022","Revista de Educación a Distancia","22","70","7","","","","1","10.6018/red.524161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142240237&doi=10.6018%2fred.524161&partnerID=40&md5=c3854457335fd9e7c6f76c49074df849","Personal digital storytelling activities in formal education coexist with informal narrative practices. A survey-based study has been carried out and responses to a questionnaire have been collected from a sample of 378 students from 12 to 22 years old. It aims to know where they publish, what they publish and how they publish these contents in order to gather information about how these informal and everyday practices could have an influence in the context of personal digital storytelling activities in formal educational settings. The results obtained helped us identify implications that can be applied in traditional digital storytelling practices in educational contexts: the smartphone as the main device for the publication of stories, allowing the mobility and ubiquity that can bring on new spaces and dynamics for the creation of stories. They afford new possibilities for the composition of publications by adding new layers of meaning that can contribute in the selection of the topics for their stories, inspired by the autobiographical contents published on digital social media. Understanding these practices can help updating traditional personal digital storytelling activities and appraising these new informal practices. © 2022 Authors. All rights reserved.","digital social media; Digital Storytelling; personals narratives; social networks","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85142240237"
"Çelik B.; Uzunboylu H.; Demirbaş-Çelik N.","Çelik, Birol (36543532600); Uzunboylu, Hüseyin (14030910200); Demirbaş-Çelik, Nur (57201504165)","36543532600; 14030910200; 57201504165","Higher Education Students’ Social Media Platform Preferences for Educational Purposes; [Preferencias de las plataformas de medios sociales de los estudiantes de educación superior con fines educativos]","2023","Revista de Educación a Distancia","23","72","7","","","","3","10.6018/red.491551","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164730800&doi=10.6018%2fred.491551&partnerID=40&md5=26523d7ebe5bda9c3aa5c4a14b963276","The aim of the study is to determine the preference rankings higher education students’ social media platform preferences for educational purposes. The most used social media platforms in which people spend their time are respectively Instagram, TikTok, YouTube, WhatsApp, and Facebook in Turkey. These nine social media platforms were scaled using the method of pair-wise comparison. Participants of the study were 492 higher education students in Turkey. Data analysis was done using the Thurstone V. equation of state equation. In this research, social media tools preferred by higher education students for educational purposes are listed respectively as Instagram, WhatsApp, YouTube, Twitter, Snapchat, Telegram, Pinterest, Facebook/FB Messenger and TikTok. Also, the preferences of female and male higher education students upon social media tools for educational purposes are examined. According to this for female students it is listed respectively as WhatsApp, Instagram, YouTube, Twitter, Snapchat, Pinterest, Telegram, TikTok and Facebook/FB Messenger; and for male students, it is listed respectively as Instagram, WhatsApp, YouTube, Twitter, Telegram, Facebook/FB Messenger, Snapchat, and Pinterest. © 2023 Universidad de Murcia. All rights reserved.","educational purpose; gender; preference; social media","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164730800"
"Alcaraz A.B.; Gómez M.A.C.; Martín M.L.N.","Alcaraz, Ainhoa Berciano (57214998766); Gómez, María Astrid Cuida (58564559300); Martín, María Luisa Novo (58564559400)","57214998766; 58564559300; 58564559400","Translation errors between sequential programming languages in Cubetto activities; [Errores de traducción entre lenguajes de programación secuenciales en actividades con Cubetto]","2023","Revista de Educación a Distancia","23","76","","","","","0","10.6018/red.552581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169909711&doi=10.6018%2fred.552581&partnerID=40&md5=ebabb4de09ef5719d90f35352adffe7d","Computational thinking, understood as the human ability to solve problems in different fields using computer science tools, is one of the skills that should be developed from an early age. Among the different educational approaches to tackle this task, educational robots stand out as a valuable tool in the classroom. Thus, in this article we aim to analyse what types of errors, difficulties and frequencies of such errors are made by teachers in training in Infant and Primary Education when faced with the resolution of translation tasks between the programming language based on the use of the Cubetto robot and verbal language. For this purpose, the methodology used was mixed, with a sample of 32 participants. The results show that a significant percentage of trainee teachers have difficulties associated with understanding the programming language of the Cubetto robot, despite not being aware of these difficulties; where part of these difficulties is due to the uniqueness of the robot's programming table, which can lead to errors of didactic transposition to the basic education classroom. © 2023 Universidad de Murcia. All rights reserved.","computational literacy; Computational thinking; Cubetto robot; programming errors; representation systems","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85169909711"
"Rochera M.J.; Engel A.; Coll C.","Rochera, María José (36500153700); Engel, Anna (55434468000); Coll, César (35621728100)","36500153700; 55434468000; 35621728100","The effects of teacher' feedback: A case study of an online discussion forum in Higher Education; [Efectos de la retroalimentación del profesor: Un estudio de caso de un foro de discusión en línea en Educación Superior]","2021","Revista de Educación a Distancia","21","67","1","","","","7","10.6018/RED.476901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118601119&doi=10.6018%2fRED.476901&partnerID=40&md5=eb28f43a1f3d5878bdab11095563d6dd","Despite its importance, the effects of feedback in online environments has not been widely assessed; nor is there any consensus on how it should be measured. The aim of this exploratory study is to analyse the effects of teacher feedback during the development of an online discussion forum. Over a three-week period, the participants (14 university students and their tutor) engaged in a virtual debate on the use of Wikipedia for academic purposes, using the Knowledge Forum platform (participants made 328 posts in total). Based on characteristics of online learning environments, we developed a multidimensional model to study feedback and its effects during online interaction. The results show the main effects of the teacher's feedback both on the students' discussion about learning topics -chain effect and cluster effect- and on the rules of participation in the debate. The paper concludes with a discussion on the theoretical and practical implications of these results. © 2021 Universidad de Murcia. All rights reserved.","Effects of feedback; Engagement; Higher education; Interactional perspective; Online discussion","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118601119"
